76	38	Orig. Bibl. nat., Fonds français, n° 3389, f°65.		base			1
77	39	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f78">p. 32</a>.	édition	base			1
78	39	Orig. Bibl. nat., Fonds français, n° 15905, f° 93.		base			1
79	40	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f78">p. 32</a>.	édition	base			1
80	40	<cite>Mém. </cite> de <cite>Castelnau</cite>, t. III, p. 559.		base			1
81	41	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f79">p. 33</a>.	édition	base			1
82	41	Orig. Arch. nat., collection Simancas, K 1549, n° 20.		base			1
83	42	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f79">p. 33</a>.	édition	base			1
84	42	Orig. Archives de Mantoue.		base			1
85	43	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f80">p. 34</a>.	édition	base			1
86	43	Aut. Arch. nat., collect. Simancas, K 1549, n° 23.		base			1
87	44	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f80">p. 34</a>.	édition	base			1
88	44	Aut. Arch. nat., collect. Simancas, K 1549, n° 27.		base			1
89	45	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f81">p. 35</a>.	édition	base			1
90	45	Orig. Bibl. de Rouen, Fonds Leber, n° 5743<a class="note" href="#71">[note]</a>.		base			1
91	46	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f81">p. 35</a>.	édition	base			1
92	46	Aut. State papers, France, vol. 65.		base			1
93	47	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f82">p. 36</a>.	édition	base			1
94	47	Orig. Archives de Turin.		base			1
95	48	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f82">p. 36</a>.	édition	base			1
96	48	Orig. Record office, State papers, France, vol. 64.		base			1
97	49	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f83">p. 37</a>.	édition	base			1
98	49	Orig. France, State papers. vol. 64.		base			1
99	50	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f83">p. 37</a>.	édition	base			1
100	50	Aut. Bibl. nat., Fonds français, n° 15905, f° 139.		base			1
101	51	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f85">p. 39</a>.	édition	base			1
102	51	Orig. Bibl. nat., Fonds français, n° 15905, f° 145.		base			1
103	52	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f86">p. 40</a>.	édition	base			1
104	52	Orig. Bibl. nat., Fonds français, n° 3300, f° 4<a class="note" href="#92">[note]</a>		base			1
105	53	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f91">p. 45</a>.	édition	base			1
106	53	Orig. Arch. de Bayonne, série AA, registre 20.		base			1
107	54	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f91">p. 45</a>.	édition	base			1
108	54	Orig. Arch. de Bayonne, série AA, registre 20.		base			1
109	55	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f92">p. 46</a>.	édition	base			1
110	55	Aut. Bibl. nat., Dupuy, n° 211, f° 27 r°.		base			1
111	56	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f92">p. 46</a>.	édition	base			1
112	56	Copie. Bibl. nat., Fonds français, n° 3300, f° 44 v°.		base			1
113	57	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f96">p. 50</a>.	édition	base			1
114	57	Copie. Bibl. nat., Fonds français, n° 3300, f° 46 v°.		base			1
115	58	<cite><a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s">Lettres de Catherine de Médicis, tome 6 (1578-1579)</a></cite>, H. de la Ferrière, G. Baguenault de Puchesse et A. Lesort éd., Paris, 1897, <a href="https://gallica.bnf.fr/ark:/12148/bpt6k6227983s/f102">p. 56</a>.	édition	base			1
116	58	Orig. Bibl. nat., Fonds français, n° 3247, f° 60.		base			1
